country,entity,region,geocoded,presence,legacy_sum_pml,legacy_normalized_sum_pml,csv_sum_pml,delta_sum_pml,legacy_sum_net,legacy_normalized_sum_net,csv_sum_net,delta_sum_net,legacy_count_policies,legacy_normalized_count_policies,csv_count_policies,delta_count_policies
IN,33,ALL,0,both,15613768.340378208,21078587.25951058080,21078587.25951058,-8.0E-10,7862072.316069758,10613797.62669417330,10613797.626694173,-3.0E-10,2,2,2,0
IN,33,ALL,1,both,15613768.340378208,21078587.25951058080,149007.9938777658,-20929579.26563281500,7862072.316069758,10613797.62669417330,149007.9938777658,-10464789.63281640750,2,2,1,-1
IN,3624,ALL,0,old_only,8000.0,10800.000,0,-10800.000,8000.0,10800.000,0,-10800.000,1,1,0,-1
IN,3624,ALL,1,both,8000.0,10800.000,10800.0,0.000,8000.0,10800.000,10800.0,0.000,1,1,1,0
IN,HIC,ALL,1,both,94000.0,126900.000,126900.00000000001,1E-11,94000.0,126900.000,126900.00000000001,1E-11,1,1,1,0
IN,HIG,ALL,1,both,113009.371380435,152562.65136358725,152562.65136358727,2E-11,113009.371380435,152562.65136358725,152562.65136358727,2E-11,1,1,1,0
IN,HSA,ALL,1,both,236400.0,319140.000,319140.0,0.000,236400.0,319140.000,319140.0,0.000,2,2,2,0
IS,33,ALL,1,both,5543424.18798417,7483622.6537786295,7483622.65377863,5E-10,5543424.18798417,7483622.6537786295,7483622.65377863,5E-10,4,4,4,0
IS,HIG,ALL,1,both,220671.189398156,297906.10568751060,297906.10568751063,3E-11,220671.189398156,297906.10568751060,297906.10568751063,3E-11,1,1,1,0
IS,HSA,ALL,1,both,1486287.2,2006487.720,2006487.72,0.000,1486287.2,2006487.720,2006487.72,0.000,1,1,1,0
IT,33,ALL,0,old_only,26059506.934906065,35180334.36212318775,0,-35180334.36212318775,24828728.933958396,33518784.06084383460,0,-33518784.06084383460,8,8,0,-8
IT,33,ALL,1,both,1171699364.2789078,1581794141.776525530,1581794141.7765255,-3.0E-8,824655516.0782858,1113284946.705685830,1113284946.7056859,7.0E-8,206,206,206,0
IT,HIG,ALL,0,both,20857103.546003282,28157089.78710443070,2084027.4573474303,-26073062.32975700040,11670743.943722846,15755504.32402584210,2084027.4573474303,-13671476.86667841180,3,3,2,-1
IT,HIG,ALL,1,both,324243751.586941,437729064.64237035,436331749.4502796,-1397315.19209075,233175880.16769502,314787438.2263882770,313390123.0342976,-1397315.1920906770,84,84,84,0
IT,HSA,ALL,0,both,29905790.0,40372816.500,13343791.5,-27029025.000,29905790.0,40372816.500,13343791.5,-27029025.000,6,6,4,-2
IT,HSA,ALL,1,both,473456211.57402545,639165885.6249343575,639165885.6249346,2.425E-7,455808138.4629761,615340986.925017735,615340986.9250178,6.5E-8,745,745,745,0
JE,HIC,ALL,0,both,2156533.2,2911319.820,2900384.8200000003,-10934.9999999997,2156533.2,2911319.820,2900384.8200000003,-10934.9999999997,6,6,6,0
JE,HIC,ALL,1,both,123050348.81,166117970.8935,164563378.3935,-1554592.5000,123050348.81,166117970.8935,164563378.3935,-1554592.5000,179,179,179,0
JE,HIG,ALL,1,both,8328826.546729041,11243915.83808420535,11243915.838084206,6.5E-10,8328826.546729041,11243915.83808420535,11243915.838084206,6.5E-10,2,2,2,0
JO,33,ALL,1,both,5001.0,6751.350,6751.35,0.000,5001.0,6751.350,6751.35,0.000,1,1,1,0
JO,HIG,ALL,1,both,25251.3149265181,34089.275150799435,34089.27515079943,-5E-12,25251.3149265181,34089.275150799435,34089.27515079943,-5E-12,1,1,1,0
JP,33,ALL,0,old_only,3060082.643000042,4131111.56805005670,0,-4131111.56805005670,1599407.467380675,2159200.08096391125,0,-2159200.08096391125,3,3,0,-3
JP,33,ALL,1,both,83586974.90070543,112842416.1159523305,112842416.11595233,-5E-10,47547710.997818835,64189409.84705542725,64189409.84705542,-7.25E-9,10,10,10,0
JP,HIC,ALL,1,both,276000.0,372600.000,372600.0,0.000,276000.0,372600.000,372600.0,0.000,2,2,2,0
JP,HIG,ALL,1,both,183525417.04899305,247759313.0161406175,247759313.01614058,-3.75E-8,107035050.91833518,144497318.7397524930,144497318.7397525,7.0E-9,42,42,42,0
JP,HSA,ALL,1,both,20201080.8,27271459.080,27271459.080000002,2E-9,20201080.8,27271459.080,27271459.080000002,2E-9,23,23,23,0
KE,33,ALL,0,old_only,507679.116713549,685366.80756329115,0,-685366.80756329115,253839.5583567745,342683.403781645575,0,-342683.403781645575,1,1,0,-1
KE,33,ALL,1,both,507679.116713549,685366.80756329115,685366.8075632912,5E-11,253839.5583567745,342683.403781645575,342683.4037816456,2.5E-11,1,1,1,0
KE,HIG,ALL,1,both,200905.549120775,271222.49131304625,271222.49131304625,0E-11,200905.549120775,271222.49131304625,271222.49131304625,0E-11,1,1,1,0
KR,33,ALL,0,both,146853.9764436889,198252.868198980015,49244.87432121422,-149007.993877765795,128615.13410249846,173630.4310383729210,24622.43716060711,-149007.9938777658110,2,2,1,-1
KR,33,ALL,1,both,146853.9764436889,198252.868198980015,149007.9938777658,-49244.874321214215,128615.13410249846,173630.4310383729210,149007.9938777658,-24622.4371606071210,2,2,1,-1
KR,HIG,ALL,1,both,13972198.739451554,18862468.29825959790,18862468.298259597,-9.0E-10,13972198.739451554,18862468.29825959790,18862468.298259597,-9.0E-10,22,22,22,0
KW,33,ALL,0,both,129332.571187894,174598.97110365690,174598.97110365692,2E-11,129332.571187894,174598.97110365690,174598.97110365692,2E-11,1,1,1,0
KY,33,ALL,0,both,3716311.9180493057,5017021.089366562695,273639.04390860215,-4743382.045457960545,3614964.124009083,4880201.56741226205,136819.52195430108,-4743382.04545796097,2,2,1,-1
KY,33,ALL,1,both,3716311.9180493057,5017021.089366562695,4743382.045457961,-273639.043908601695,3614964.124009083,4880201.56741226205,4743382.045457961,-136819.52195430105,2,2,1,-1
LB,33,ALL,0,both,36233826.267543145,48915665.46118324575,40257079.14412824,-8658586.31705500575,32540321.551768232,43929434.09488711320,38912554.21616226,-5016879.87872485320,9,9,7,-2
LB,33,ALL,1,both,25253041.312895793,34091605.77240932055,31345206.45273694,-2746399.31967238055,21559536.59712089,29105374.4061132015,27703500.014406793,-1401874.3917064085,9,9,9,0
LB,HIG,ALL,0,both,1127054.332947247,1521523.34947878345,1015358.2334270974,-506165.11605168605,1127054.332947247,1521523.34947878345,1015358.2334270974,-506165.11605168605,2,2,1,-1
LB,HIG,ALL,1,both,25744511.73505924,34755090.8423299740,34755090.84232997,-4.0E-9,25744511.73505924,34755090.8423299740,34755090.84232997,-4.0E-9,8,8,8,0
LI,33,ALL,1,both,11747642.031837123,15859316.74298011605,15859316.742980117,9.5E-10,11747642.031837123,15859316.74298011605,15859316.742980117,9.5E-10,4,4,4,0
LI,HSA,ALL,0,both,2761322.0,3727784.700,3727784.7,0.000,2761322.0,3727784.700,3727784.7,0.000,2,2,2,0
LI,HSA,ALL,1,both,2821322.0,3808784.700,81000.0,-3727784.700,2821322.0,3808784.700,81000.0,-3727784.700,3,3,1,-2
LK,HIG,ALL,1,both,83045.0217361874,112110.779343852990,112110.77934385299,0E-12,83045.0217361874,112110.779343852990,112110.77934385299,0E-12,1,1,1,0
LT,33,ALL,0,both,3950744.8,5333505.480,5333505.48,0.000,3950744.8,5333505.480,5333505.48,0.000,2,2,2,0
LT,33,ALL,1,both,3637140.0,4910139.000,4910139.0,0.000,3637140.0,4910139.000,4910139.0,0.000,4,4,4,0
LT,HSA,ALL,1,both,48000.0,64800.000,64800.00000000001,1E-11,24000.0,32400.000,32400.000000000004,4E-12,1,1,1,0
LU,33,ALL,0,old_only,2723.0,3676.050,0,-3676.050,2723.0,3676.050,0,-3676.050,1,1,0,-1
LU,33,ALL,1,both,15425010.842777418,20823764.63774951430,20823764.637749515,7.0E-10,15425010.842777418,20823764.63774951430,20823764.637749515,7.0E-10,4,4,4,0
LU,HIG,ALL,1,both,5471783.922817735,7386908.29580394225,7386908.295803943,7.5E-10,5471783.922817735,7386908.29580394225,7386908.295803943,7.5E-10,2,2,2,0
LU,HSA,ALL,1,both,364116653.6,491557482.360,491557482.3600001,1E-7,364116653.6,491557482.360,491557482.3600001,1E-7,592,592,592,0
LV,HSA,ALL,1,both,4000.0,5400.000,5400.0,0.000,4000.0,5400.000,5400.0,0.000,1,1,1,0
MA,33,ALL,0,both,160000.0,216000.000,216000.0,0.000,160000.0,216000.000,216000.0,0.000,1,1,1,0
MA,33,ALL,1,both,636050.8055175319,858668.587448668065,642668.5874486682,-215999.999999999865,636050.8055175319,858668.587448668065,642668.5874486682,-215999.999999999865,2,2,1,-1
MA,HIG,ALL,1,both,77594712.22969653,104752861.5100903155,104752861.51009029,-2.55E-8,77380982.92213324,104464326.9448798740,104464326.94487986,-1.40E-8,9,9,9,0
MA,HSA,ALL,1,both,23171460.57877,31281471.7813395,31281471.781339496,-4E-9,23171460.57877,31281471.7813395,31281471.781339496,-4E-9,4,4,4,0
MC,33,ALL,0,both,70175004.68157943,94736256.3201322305,25477438.61953574,-69258817.7005964905,37352524.26646368,50425907.7597259680,20520481.249377515,-29905426.5103484530,14,14,10,-4
MC,33,ALL,1,both,338920050.44964075,457542068.1070150125,440906630.1564291,-16635437.9505859125,202397157.63661495,273236162.8094301825,261356690.83864295,-11879471.9707872325,43,43,41,-2
MC,HIG,ALL,0,both,56759921.1781164,76625893.590457140,15508156.22226567,-61117737.368191470,28379960.5890582,38312946.795228570,7754078.111132835,-30558868.684095735,1,1,1,0
MC,HIG,ALL,1,both,79939924.40612827,107918897.9482731645,92410741.72600748,-15508156.2222656845,51559963.81707007,69605951.1530445945,61851873.04191176,-7754078.1111328345,12,12,12,0
MC,HSA,ALL,0,old_only,1023468.8,1381682.880,0,-1381682.880,1023468.8,1381682.880,0,-1381682.880,1,1,0,-1
MC,HSA,ALL,1,both,1050712996.6136404,1418462545.428414540,1418462545.4284148,2.60E-7,993449291.276886,1341156543.22379610,1341156543.2237961,0E-8,634,634,634,0
MK,HIC,ALL,1,both,109000.0,147150.000,147150.0,0.000,109000.0,147150.000,147150.0,0.000,1,1,1,0
MT,33,ALL,0,both,2000.0,2700.000,2700.0,0.000,2000.0,2700.000,2700.0,0.000,1,1,1,0
MT,33,ALL,1,both,1199276.0,1619022.600,1616322.6,-2700.000,1199276.0,1619022.600,1616322.6,-2700.000,2,2,1,-1
MT,HSA,ALL,1,both,4325600.12187,5839560.1645245,5839560.1645245,0E-7,4325600.12187,5839560.1645245,5839560.1645245,0E-7,13,13,13,0
MU,HIG,ALL,1,both,2066021.52559455,2789129.0595526425,2789129.0595526425,0E-10,2066021.52559455,2789129.0595526425,2789129.0595526425,0E-10,1,1,1,0
MX,33,ALL,0,both,7114586.373140398,9604691.60373953730,5570458.340227749,-4034233.26351178830,7114586.373140398,9604691.60373953730,5570458.340227749,-4034233.26351178830,2,2,1,-1
MX,33,ALL,1,both,22688725.59334642,30629779.5510176670,25059321.210789915,-5570458.3402277520,22688725.59334642,30629779.5510176670,25059321.210789915,-5570458.3402277520,13,13,13,0
MX,3624,ALL,0,old_only,200000.0,270000.000,0,-270000.000,200000.0,270000.000,0,-270000.000,1,1,0,-1
MX,3624,ALL,1,both,200000.0,270000.000,270000.0,0.000,200000.0,270000.000,270000.0,0.000,1,1,1,0
MX,HIG,ALL,0,both,16448885.4299854,22205995.330480290,529234.5424871021,-21676760.7879931879,16448885.4299854,22205995.330480290,529234.5424871021,-21676760.7879931879,3,3,3,0
MX,HIG,ALL,1,both,263034815.8316159,355097001.372681465,354567766.83019435,-529234.542487115,239889344.47848186,323850615.0459505110,323321380.5034634,-529234.5424871110,90,90,90,0
MX,HSA,ALL,1,both,5264746.4,7107407.640,7107407.640000001,1E-9,5264746.4,7107407.640,7107407.640000001,1E-9,9,9,9,0
MY,33,ALL,0,old_only,3683494.03571052,4972716.9482092020,0,-4972716.9482092020,1841747.01785526,2486358.4741046010,0,-2486358.4741046010,1,1,0,-1
MY,33,ALL,1,both,3683494.03571052,4972716.9482092020,4972716.948209203,1.0E-9,1841747.01785526,2486358.4741046010,2486358.4741046014,4E-10,1,1,1,0
MY,HIG,ALL,1,both,353495.088674619,477218.36971073565,477218.3697107356,-5E-11,353495.088674619,477218.36971073565,477218.3697107356,-5E-11,1,1,1,0
NG,33,ALL,0,both,1504234.419892,2030716.46685420,2030716.4668542002,2E-10,752117.209946,1015358.23342710,1015358.2334271001,1E-10,1,1,1,0
NG,33,ALL,1,both,1542234.419892,2082016.46685420,51300.0,-2030716.46685420,790117.209946,1066658.23342710,51300.0,-1015358.23342710,2,2,1,-1
NL,33,ALL,0,both,18020966.544,24328304.83440,23315804.834400002,-1012499.999999998,18020966.544,24328304.83440,23315804.834400002,-1012499.999999998,4,4,3,-1
NL,33,ALL,1,both,51013102.48498177,68867688.3547253895,68411727.2047254,-455961.1499999895,43391627.57981621,58578697.2327518835,58122736.08275189,-455961.1499999935,23,23,22,-1
NL,HIG,ALL,1,both,22920435.965222117,30942588.55304985795,30942588.55304986,2.05E-9,17046919.491134807,23013341.31303198945,23013341.31303199,5.5E-10,13,13,13,0
NL,HSA,ALL,1,both,10656038934.289627,14385652561.29099645,14385652561.290989,-0.00000745,10407871296.689627,14050626250.53099645,14050626250.530989,-0.00000745,8631,8631,8631,0
NO,33,ALL,1,both,161170551.5478677,217580244.589621395,217580244.5896214,5E-9,93631415.33316496,126402410.6997726960,126402410.6997727,4.0E-9,17,17,17,0
NO,HIG,ALL,1,both,761095.8091728213,1027479.342383308755,1027479.3423833089,1.45E-10,761095.8091728213,1027479.342383308755,1027479.3423833089,1.45E-10,2,2,2,0
NO,HSA,ALL,1,both,43241820.0,58376457.000,58376457.00000001,1E-8,43241820.0,58376457.000,58376457.00000001,1E-8,161,161,161,0
NZ,33,ALL,0,both,1258181.0917733419,1698544.473894011565,1698544.4738940117,1.35E-10,1258181.0917733419,1698544.473894011565,1698544.4738940117,1.35E-10,4,4,3,-1
NZ,33,ALL,1,both,9412113.381831858,12706353.06547300830,12706353.065473013,4.70E-9,9412113.381831858,12706353.06547300830,12706353.065473013,4.70E-9,11,11,11,0
NZ,HIG,ALL,1,both,5695863.355345301,7689415.52971615635,7689415.529716157,6.5E-10,5695863.355345301,7689415.52971615635,7689415.529716157,6.5E-10,5,5,5,0
NZ,HSA,ALL,1,both,284541.6,384131.160,384131.16,0.000,284541.6,384131.160,384131.16,0.000,1,1,1,0
OM,33,ALL,0,both,2500.0,3375.000,3375.0,0.000,2500.0,3375.000,3375.0,0.000,1,1,1,0
OM,HIG,ALL,1,both,3570559.5758811007,4820255.427439485945,4820255.427439487,1.055E-9,3570559.5758811007,4820255.427439485945,4820255.427439487,1.055E-9,2,2,2,0
PA,33,ALL,0,both,1009571.44361377,1362921.4488785895,227153.57481309873,-1135767.87406549077,1009571.44361377,1362921.4488785895,227153.57481309873,-1135767.87406549077,1,1,1,0
PA,33,ALL,1,both,8016098.617608573,10821733.13377157355,10594579.558958476,-227153.57481309755,8016098.617608573,10821733.13377157355,10594579.558958476,-227153.57481309755,7,7,7,0
PA,HIG,ALL,0,old_only,22262.6694144015,30054.603709442025,0,-30054.603709442025,22262.6694144015,30054.603709442025,0,-30054.603709442025,1,1,0,-1
PA,HIG,ALL,1,both,8624915.800478343,11643636.33064576305,11643636.330645764,9.5E-10,8624915.800478343,11643636.33064576305,11643636.330645764,9.5E-10,10,10,10,0
PE,33,ALL,1,both,147443397.54639003,199048586.6876265405,199048586.68762654,-5E-10,114492018.53206621,154564225.0182893835,154564225.0182894,1.65E-8,40,40,40,0
PE,HIG,ALL,1,both,21195725.717895888,28614229.71915944880,28614229.71915945,1.20E-9,21195725.717895888,28614229.71915944880,28614229.71915945,1.20E-9,11,11,11,0
PE,HSA,ALL,1,both,494000.0,666900.000,666900.0,0.000,494000.0,666900.000,666900.0,0.000,1,1,1,0
PH,33,ALL,0,both,169226.37223785,228455.6025210975,228455.60252109752,2E-11,84613.186118925,114227.80126054875,114227.80126054876,1E-11,1,1,1,0
PH,33,ALL,1,old_only,169226.37223785,228455.6025210975,0,-228455.6025210975,84613.186118925,114227.80126054875,0,-114227.80126054875,1,1,0,-1
PH,HIG,ALL,1,both,126666.01483175099,170999.1200228638365,170999.12002286385,1.35E-11,126666.01483175099,170999.1200228638365,170999.12002286385,1.35E-11,2,2,2,0
PK,HIC,ALL,0,both,17013.2,22967.820,22967.820000000003,3E-12,17013.2,22967.820,22967.820000000003,3E-12,1,1,1,0
PL,33,ALL,0,both,229138.0,309336.300,17153.100000000002,-292183.199999999998,229138.0,309336.300,17153.100000000002,-292183.199999999998,1,1,1,0
PL,33,ALL,1,both,11831807.323602945,15972939.88686397575,15955786.786863977,-17153.09999999875,11831807.323602945,15972939.88686397575,15955786.786863977,-17153.09999999875,6,6,6,0
PL,HIG,ALL,1,both,962933.948164082,1299960.83002151070,1299960.8300215108,1.0E-10,962933.948164082,1299960.83002151070,1299960.8300215108,1.0E-10,1,1,1,0
PL,HSA,ALL,0,both,10000.0,13500.000,13500.0,0.000,10000.0,13500.000,13500.0,0.000,1,1,1,0
PL,HSA,ALL,1,both,5573336.4,7524004.140,7524004.140000001,1E-9,5573336.4,7524004.140,7524004.140000001,1E-9,126,126,126,0
PR,33,ALL,1,both,5830505.30242632,7871182.1582755320,7871182.158275532,0E-10,5830505.30242632,7871182.1582755320,7871182.158275532,0E-10,2,2,2,0
PR,HIG,ALL,1,both,1849998.0745799434,2497497.400682923590,2497497.400682924,4.10E-10,1849998.0745799434,2497497.400682923590,2497497.400682924,4.10E-10,3,3,3,0
PT,33,ALL,0,both,7151550.608372574,9654593.32130297490,8872462.874094082,-782130.44720889290,7151550.608372574,9654593.32130297490,8872462.874094082,-782130.44720889290,2,2,2,0
PT,33,ALL,1,both,115973936.62573147,156564814.4447374845,149281147.6706434,-7283666.7740940845,49767654.61069662,67186333.7244404370,59902666.95034636,-7283666.7740940770,12,12,12,0
PT,HIG,ALL,1,both,70042765.7276809,94557733.732369215,94557733.73236924,2.5E-8,45383301.70144706,61267457.2969535310,61267457.29695355,1.90E-8,12,12,12,0
PT,HSA,ALL,0,both,62080493.0,83808665.550,12093965.55,-71714700.000,62080493.0,83808665.550,12093965.55,-71714700.000,4,4,3,-1
PT,HSA,ALL,1,both,4166310549.02553,5624519241.1844655,5624519241.184467,0.0000015,4093631328.62553,5526402293.6444655,5526402293.644468,0.0000025,3338,3338,3338,0
PY,33,ALL,0,both,6421396.23038855,8668884.9110245425,8668884.911024543,5E-10,6421396.23038855,8668884.9110245425,8668884.911024543,5E-10,1,1,1,0
QA,33,ALL,0,old_only,2237.95565140872,3021.2401294017720,0,-3021.2401294017720,1118.97782570436,1510.6200647008860,0,-1510.6200647008860,1,1,0,-1
QA,33,ALL,1,both,389545.2256163597,525886.054582085595,525886.0545820856,5E-12,388426.24779065535,524375.4345173847225,524375.4345173847,-2.25E-11,2,2,2,0
QA,HIG,ALL,1,both,4789663.122565026,6466045.21546278510,6466045.215462786,9.0E-10,4789663.122565026,6466045.21546278510,6466045.215462786,9.0E-10,3,3,3,0
RO,33,ALL,0,both,4000.0,5400.000,5400.0,0.000,4000.0,5400.000,5400.0,0.000,1,1,1,0
RO,33,ALL,1,old_only,4000.0,5400.000,0,-5400.000,4000.0,5400.000,0,-5400.000,1,1,0,-1
RO,HSA,ALL,0,both,85713.0,115712.550,115712.55,0.000,85713.0,115712.550,115712.55,0.000,1,1,1,0
RO,HSA,ALL,1,both,6003751.4,8105064.390,7989351.840000001,-115712.549999999,6003751.4,8105064.390,7989351.840000001,-115712.549999999,13,13,12,-1
RS,HIG,ALL,1,both,143647.467621354,193924.08128882790,193924.08128882793,3E-11,143647.467621354,193924.08128882790,193924.08128882793,3E-11,1,1,1,0
RS,HSA,ALL,1,both,56000.0,75600.000,75600.0,0.000,56000.0,75600.000,75600.0,0.000,1,1,1,0
RU,HSA,ALL,1,both,2307360.0,3114936.000,3114936.0,0.000,2307360.0,3114936.000,3114936.0,0.000,1,1,1,0
SA,33,ALL,0,both,12947615.8636562,17479281.415935870,2756717.4032401154,-14722564.0126957546,6483807.9318281,8753140.707967935,1378358.7016200577,-7374782.0063478773,2,2,1,-1
SA,33,ALL,1,both,12947615.8636562,17479281.415935870,17479281.41593587,0E-9,6483807.9318281,8753140.707967935,8753140.707967935,0E-9,2,2,2,0
SA,HIG,ALL,1,both,24501192.553292,33076609.94694420,33076609.9469442,0E-8,24501192.553292,33076609.94694420,33076609.9469442,0E-8,9,9,9,0
SA,HSA,ALL,1,both,2939697.5999999996,3968591.759999999460,3968591.76,5.40E-10,1469848.7999999998,1984295.879999999730,1984295.88,2.70E-10,1,1,1,0
SC,33,ALL,0,both,4054620.632079304,5473737.85330706040,5473737.853307061,6.0E-10,2572200.431715277,3472470.58281562395,3472470.5828156243,3.5E-10,3,3,3,0
SC,33,ALL,1,old_only,485674.047443554,655659.96404879790,0,-655659.96404879790,242837.023721777,327829.98202439895,0,-327829.98202439895,1,1,0,-1
SE,33,ALL,0,both,264348333.14132863,356870249.7407936505,144017548.04316634,-212852701.6976273105,216781498.11759406,292655022.4587519810,86223843.48932883,-206431178.9694231510,5,5,5,0
SE,33,ALL,1,both,2694309250.7946787,3637317488.572816245,3523062568.1485662,-114254920.424250045,2430519956.7227507,3281201941.575713445,3224740725.7053013,-56461215.870412145,462,462,462,0
SE,HIG,ALL,1,both,119269832.53138606,161014273.9173711810,161014273.91737118,-1.0E-9,41431963.18542705,55933150.3003265175,55933150.300326504,-1.35E-8,9,9,9,0
SE,HSA,ALL,0,both,891706.8,1203804.180,368177.13,-835627.050,891706.8,1203804.180,368177.13,-835627.050,6,6,3,-3
SE,HSA,ALL,1,both,90575537.4,122276975.490,122212409.04000002,-64566.44999998,90575537.4,122276975.490,122212409.04000002,-64566.44999998,336,336,336,0
SG,33,ALL,0,old_only,21556194.915717743,29100863.13621895305,0,-29100863.13621895305,10975771.473728545,14817291.48953353575,0,-14817291.48953353575,7,7,0,-7
SG,33,ALL,1,both,75340142.25775777,101709192.0479729895,101709192.04797299,5E-10,42846654.58754989,57842983.6931923515,57842983.693192355,3.5E-9,15,15,15,0
SG,3624,ALL,0,old_only,140000.0,189000.000,0,-189000.000,140000.0,189000.000,0,-189000.000,1,1,0,-1
SG,3624,ALL,1,both,212000.0,286200.000,286200.0,0.000,212000.0,286200.000,286200.0,0.000,2,2,2,0
SG,HIC,ALL,0,old_only,255000.0,344250.000,0,-344250.000,255000.0,344250.000,0,-344250.000,1,1,0,-1
SG,HIC,ALL,1,both,952584.0,1285988.400,1285988.4000000001,1E-10,952584.0,1285988.400,1285988.4000000001,1E-10,5,5,5,0
SG,HIG,ALL,1,both,32484666.484152846,43854299.75360634210,43854299.75360634,-2.10E-9,32484666.484152846,43854299.75360634210,43854299.75360634,-2.10E-9,8,8,8,0
SG,HSA,ALL,1,both,221300.0,298755.000,298755.0,0.000,221300.0,298755.000,298755.0,0.000,3,3,3,0
SI,HSA,ALL,1,both,2382800.8,3216781.080,3216781.08,0.000,2382800.8,3216781.080,3216781.08,0.000,12,12,12,0
SK,33,ALL,0,old_only,4200.0,5670.000,0,-5670.000,4200.0,5670.000,0,-5670.000,1,1,0,-1
SK,33,ALL,1,both,7055894.33204471,9525457.3482603585,9525457.34826036,1.5E-9,7055894.33204471,9525457.3482603585,9525457.34826036,1.5E-9,2,2,2,0
SK,HIG,ALL,1,both,2137293.07600897,2885345.6526121095,2885345.6526121097,2E-10,2137293.07600897,2885345.6526121095,2885345.6526121097,2E-10,1,1,1,0
SK,HSA,ALL,1,both,81600.0,110160.000,110160.0,0.000,81600.0,110160.000,110160.0,0.000,3,3,3,0
SL,HSA,ALL,0,both,30400.0,41040.000,41040.0,0.000,30400.0,41040.000,41040.0,0.000,1,1,1,0
SN,33,ALL,0,both,683280.0,922428.000,922428.0000000001,1E-10,341640.0,461214.000,461214.00000000006,6E-11,1,1,1,0
SN,33,ALL,1,old_only,683280.0,922428.000,0,-922428.000,341640.0,461214.000,0,-461214.000,1,1,0,-1
SV,33,ALL,1,both,2896398.306232046,3910137.71341326210,3910137.7134132623,2.0E-10,2896398.306232046,3910137.71341326210,3910137.7134132623,2.0E-10,4,4,4,0
SV,HIG,ALL,1,both,1380511.13885588,1863690.0374554380,1863690.037455438,0E-10,1380511.13885588,1863690.0374554380,1863690.037455438,0E-10,1,1,1,0
TH,33,ALL,0,both,131620.51174055,177687.6908497425,177687.6908497425,0E-10,65810.255870275,88843.84542487125,88843.84542487125,0E-11,1,1,1,0
TH,33,ALL,1,old_only,131620.51174055,177687.6908497425,0,-177687.6908497425,65810.255870275,88843.84542487125,0,-88843.84542487125,1,1,0,-1
TH,HIC,ALL,1,both,20000.0,27000.000,27000.0,0.000,20000.0,27000.000,27000.0,0.000,1,1,1,0
TH,HIG,ALL,1,both,12562160.686231695,16958916.92641278825,16958916.92641279,1.75E-9,12279786.9324147,16577712.358759845,16577712.358759848,3E-9,6,6,6,0
TN,HSA,ALL,1,both,163200.0,220320.000,220320.0,0.000,163200.0,220320.000,220320.0,0.000,1,1,1,0
TR,33,ALL,0,old_only,6637471.607575321,8960586.67022668335,0,-8960586.67022668335,3318735.8037876603,4480293.335113341405,0,-4480293.335113341405,1,1,0,-1
TR,33,ALL,1,both,11289232.179395001,15240463.44218325135,15240463.44218325,-1.35E-9,7970496.375607341,10760170.10706991035,10760170.10706991,-3.5E-10,3,3,3,0
TR,HIG,ALL,1,both,362127.664375217,488872.34690654295,488872.34690654295,0E-11,362127.664375217,488872.34690654295,488872.34690654295,0E-11,2,2,2,0
TR,HSA,ALL,1,both,691280.0,933228.000,933228.0000000001,1E-10,691280.0,933228.000,933228.0000000001,1E-10,4,4,4,0
TW,33,ALL,0,both,2572431.978519528,3472783.17100136280,149007.9938777658,-3323775.17712359700,1341404.135140418,1810895.58243956430,149007.9938777658,-1661887.58856179850,2,2,1,-1
TW,33,ALL,1,both,2583834.2745195283,3488176.270601363205,3339168.2767235977,-149007.993877765505,1352806.4311404182,1826288.682039564570,1677280.6881617988,-149007.993877765770,3,3,2,-1
TW,HIC,ALL,1,both,275000.0,371250.000,371250.0,0.000,275000.0,371250.000,371250.0,0.000,1,1,1,0
TW,HIG,ALL,1,both,9125966.190827187,12320054.35761670245,12320054.357616704,1.55E-9,9125966.190827187,12320054.35761670245,12320054.357616704,1.55E-9,16,16,16,0
US,33,ALL,0,both,2365811502.9090543,3193845528.927223305,2939741491.9117985,-254104037.015424805,1413295965.355323,1907949553.22968605,1771607113.6204693,-136342439.60921675,326,326,305,-21
US,33,ALL,1,both,738973417.3485165,997614113.420497275,392727226.04008025,-604886887.380417025,426252309.81766593,575440618.2538490055,237721948.74355748,-337718669.5102915255,106,106,55,-51
US,3624,ALL,0,old_only,345000.0,465750.000,0,-465750.000,345000.0,465750.000,0,-465750.000,1,1,0,-1
US,3624,ALL,1,both,2462700.0,3324645.000,3324645.0,0.000,2462700.0,3324645.000,3324645.0,0.000,3,3,3,0
US,HIC,ALL,0,both,101000.0,136350.000,136350.0,0.000,101000.0,136350.000,136350.0,0.000,1,1,1,0
US,HIC,ALL,1,both,22746034.0,30707145.900,30570795.900000002,-136349.999999998,22746034.0,30707145.900,30570795.900000002,-136349.999999998,32,32,31,-1
US,HIG,ALL,0,both,175292598.76770815,236645008.3364060025,8090936.363678378,-228554071.9727276245,87273963.56916803,117819850.8183768405,7479319.331113446,-110340531.4872633945,20,20,7,-13
US,HIG,ALL,1,both,906507554.6105088,1223785198.724186880,1215838558.878958,-7946639.845228880,666539312.3997543,899828071.739668305,892493048.9270042,-7335022.812664105,227,227,221,-6
US,HSA,ALL,1,both,101774358.81595239,137395384.4015357265,137395384.40153575,2.35E-8,100967402.81595239,136305993.8015357265,136305993.80153573,3.5E-9,76,76,76,0
